Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
anglo_zanzibari_treaty_desc;In 1822, Zanzibar signed the Moresby Treaty, the first of a series of anti-slavery treaties. It prohibited slave transportation South and East of the Moresby Line from Cape Delgado in Africa to Diu Head on the coast of India. The sultanate lost the revenue it would have received as duty on all slaves sold, so to make up for this shortfall it encouraged the development of the slave trade in Zanzibar itself. Ships from the Royal Navy were employed to enforce the anti-slavery treaties by capturing any transports carrying slaves, but with only four ships patrolling a huge area of sea, our navy found it hard to enforce the treaties as ships from France, Spain, Portugal, and the United States continued to carry slaves. The time has finally come to pose an ultimatum to Zanzibar: Either they abolish the slave trade once and for all or there will be immediate harsh consequences.;;;;;;;;;;;;;
fort_nemours_title;Fort Nemours;;;;;;;;;;;;;
fort_nemours_desc;Great Britain, the Netherlands and Denmark all control parts of the Gold Coast, profiting off the trade with the natives. We must gain such a territory of our own. Admiral Bouët-Willaumez suggests signing treaties with the kings of the Assini region, placing their territories under a French protectorate. The construction of a fort in the area would solidify our control. We even have dated claims to the area: Fort Saint-Louis lasted from 1701 to 1704 and served as a slave trading post, however it was abandoned due to unprofitability.;;;;;;;;;;;;;
bonsack_machine;Bonsack Machine;;;;;;;;;;;;;
bonsack_machine_desc;Traditionally, cigarettes are rolled by hand. The slow manual fabrication process-a skilled cigarette roller could produce only about four cigarettes per minute on average-was insufficient to satisfy demand by the 1870s. Thus, James Albert Bonsack set out to create a machine able to roll cigarettes. It can produce an average ofa 200 cigarettes per minute, an immense improvement on handrolling.;;;;;;;;;;;;;
bull_jack;Bull Jacks;;;;;;;;;;;;;
bull_jack_desc;Filling, weighing and labeling bags of tobacco is a time-consuming, work-intensive but necessary process that makes the production of tobacco more expensive. The Bull Jack, however, automates all three of these steps, streamlining the production process and making it significantly cheaper.;;;;;;;;;;;;;
burley_tobacco;Burley Tobacco;;;;;;;;;;;;;
burley_tobacco_desc;Used primarily for cigarette production, the newly introduced breed of tobacco known as Burley is strong-tasting, light and air-cured. This simple process involves leaving the tobacco to dry in a shed for two months, whereas other breeds require special equipment for their drying procedures. Burley's pH value is neutral, in contrast to the sourness of many other tobacco varieties that can make their consumption unpleasant.;;;;;;;;;;;;;
camp_coffee;Camp Coffee;;;;;;;;;;;;;
camp_coffee_desc;Made up of sugar, water, chicory extract and a little bit of dried coffee extract, camp is a dark brown, syrupy liquid with a smooth flavor of chicory and coffee and a very sweet, predominantly chicory aftertaste. Its preparation does not require the expensive equipment needed for coffee. Most importantly, it is cheaper since it doesn't need to be shipped from coffee-growing areas.;;;;;;;;;;;;;
shade_tobacco;Shade Tobacco;;;;;;;;;;;;;
shade_tobacco_desc;With cigars increasing in popularity to the point that they are supplanting pipes, demand for cigar wrappers has grown steadily. To accommodate for this, a new breed of tobacco has been created using different samples from Cuba and Sumatra. This hybrid, grown in the shade of a "tent" made up of fabric suspended from a system of wires, has leaves so golden and smooth that they dominate the market.;;;;;;;;;;;;;
teabags;Teabags;;;;;;;;;;;;;
teabags_desc;By placing tea in porous so-called teabags, the brewing process is made much more efficient. Instead of placing tealeaves directly into the kettle or within a filter in one's mug, the teabag may be inserted and removed from the mug with ease, allowing re-use and a more efficient brewing process.;;;;;;;;;;;;;
coarse_picking;Coarse Picking;;;;;;;;;;;;;
coarse_picking_desc;With the newly pioneered technique of coarse picking of tealeaves, more tea is harvested as opposed to the traditional fine picking. Leaves of lower quality would be left on the plant and only select leaves of high quality would go on to be processed. Though the quality of the tea is reduced by the new technique, this is more than made up for by the large boost in output achieved thereby.;;;;;;;;;;;;;
sweet_sorghum;Sweet Sorghum;;;;;;;;;;;;;
sweet_sorghum_desc;Many varieties of sorghum grass have been discovered to have a high sugar content. Especially practical for syrup production, sweet sorghum has begun being introduced to more northern fields on which sugar cane and beets have a harder time growing. Thus, sweet sorghum, a productive and high-yielding plant, allows us to significantly increase our sugar production.;;;;;;;;;;;;;
sugar_centrifuging;Sugar Centrifuging;;;;;;;;;;;;;
sugar_centrifuging_desc;Molasses, a viscous substance resulting from refining sugarcane or sugar beets into sugar, is often used in processes such as cooking, baking or distilling rum. Now, however, molasses can be centrifuged to extract further commercial sugar. This is achieved by spinning the fluid at high speed within a container, thereby separating fluids of different densities and liquids from solids.;;;;;;;;;;;;;
acorn_coffee;Acorn Coffee;;;;;;;;;;;;;
acorn_coffee_desc;When coffee imports are limited by war, trade bottlenecks or other misfortunes, the search for alternatives begin. While chicory and dandelions have long been used for coffee substitutes, a new and even cheaper source has been discovered: Acorns. While the taste certainly is a significant step down from coffee beans, beggars can't be choosers.;;;;;;;;;;;;;
coffea_robusta;Coffea Robusta;;;;;;;;;;;;;
coffea_robusta_desc;The commonly cultivated Coffea Arabica variety of coffee has increasingly fallen prey to Hemileia vastatrix, known commonly as coffee rust, often destroying entire harvests. Thus, the search began for new, resistant varieties of coffee, resulting in the discovery of the wondrous Coffea Robusta on the banks of the Lomani River in the Congo Basin.;;;;;;;;;;;;;
postum;Postum;;;;;;;;;;;;;
postum_desc;Due to concerns about the health effects of the consumption of coffee's caffeine, a new powdered roasted grain beverage has been introduced: Postum. Marketing centers around avoiding so-called "coffee-nerves", the irritability, lack of sleep and fatigue that result from caffeine consumption. It is especially popular among Mormons and other religious groups that abstain from coffee.;;;;;;;;;;;;;
column_still;Column Still;;;;;;;;;;;;;
column_still_desc;Consisting of two columns, a column still is an apparatus used to distill liquid mixtures by heating to selectively boil and then cooling to condense the vapor. The first column has steam rising and wash descending through several levels. The second column carries the alcohol from the wash, where it circulates until it can condense at the required strength. This process is far more efficient than traditional pot stills.;;;;;;;;;;;;;
chloralkali_process;Chloralkali Process;;;;;;;;;;;;;
chloralkali_process_desc;Chlorine, a powerful oxidizing chemical that is often used to bleach textiles, has long been produced in the form of calcium hypochloride in a process pioneered by 18th-century chemists and inventors Charles Tennant and Charles Macintosh. However, with the advent of electricity, a new production method, the chloralkali process, has been discovered. It involves the electrolysis aqueous sodium chloride, a brine, in a membrane cell, producing chlorine gas that can be produced quicklier and bleaches more efficiently than calcium hypochloride.;;;;;;;;;;;;;
cremieux_decree_title;The Crémieux Decree;;;;;;;;;;;;;
cremieux_decree_desc;A decree proposed by minister of justice Adolphe Crémieux reads: \n'The native Jews of the departments of Algeria are declared French citizens: Consequently, their legal status and personal status will be, from the promulgation of this decree, regulated by French law, all rights acquired to date remaining inviolable. Any legislative provision, any senatus-consultum, decree, regulation or ordinances to the contrary are abolished.' \nIn short, the decree would grant citizenship and equal rights to the Jews of Algeria. Although few in number, they have been cooperative and loyal to our administration.;;;;;;;;;;;;;
rename_naples_title;Rename Naples;;;;;;;;;;;;;
rename_naples_desc;Naples is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_puglia_title;Rename Apulia;;;;;;;;;;;;;
rename_puglia_desc;Apulia is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_taiwan_title;Rename Taiwan;;;;;;;;;;;;
rename_taiwan_desc;Taiwan is rightfully $COUNTRY_ADJ$ and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;
rename_phl_spanish_title;Rename Philippines;;;;;;;;;;;;;
rename_phl_spanish_desc;The Philippines is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_marianas_spanish_title;Rename the Mariana Islands;;;;;;;;;;;;;
rename_marianas_spanish_desc;The Mariana Islands are rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_hawaii_spanish_title;Rename Hawaii;;;;;;;;;;;;;
rename_hawaii_spanish_desc;Hawaii is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_wallachia_title;Rename Wallachia;;;;;;;;;;;;;
rename_wallachia_desc;Wallachia is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
rename_moldavia_title;Rename Moldavia;;;;;;;;;;;;;
rename_moldavia_desc;Moldavia is rightfully $COUNTRY_ADJ$, and should use $COUNTRY_ADJ$ names.;;;;;;;;;;;;;
slave_trading;Slave Trade;;;;;;;;;;;;;
slave_trading_RGO_SIZE;Slave Trading Size;;;;;;;;;;;;;
khivan_campaign_title;The Khivan Campaign of $YEAR$;;;;;;;;;;;;;
khivan_campaign_desc;The Khanate of Khiva is South of the Aral Sea in the delta of the Oxus River with a population of about half a million. Khiva has been continually capturing peasants from the Orenburg region and fishermen venturing to the eastern coast of the Caspian Sea to serve as slaves. Demands to free them have ended in caravans of a couple dozen old men that were no longer useful as slaves. While it is our moral obligation to free our citizens, Khiva is an oasis surrounded by several hundred miles of steppe and desert. We could easily defeat their army but the real challenge is crossing the steppe. General-adjutant Count Vasily A. Perovsky has proposed requisitioning thousands of camels and carts from Kazakhs and Bashkirs in our domain to form a supply line that could support a force of five thousand men marching South. Shall we undertake this risky endeavor?;;;;;;;;;;;;;
trinec_steel_title;Trzynietzer Stahlwerke;;;;;;;;;;;;;
trinec_steel_desc;Trzynietz, a town near Teschen, is excellently situated for a steel industry. It is located in the middle of the expansive coal fields of Upper Silesia but also has large iron mines nearby. To industrialize our nation, constructing a steel factory there would be a good stepping stone on the way to modernizing our economy.;;;;;;;;;;;;;
